MOF,LCD,LCD/PLD,PLD,density (cm3/g),Pore Volume (cm3/g),Porosity,Surface Area (m2/g), %C, %H, %O, %N,%Metal,O-to-M,MP,TDU,DU,H2O_Kh,FA_Kh,FA
NEBNOZ_clean,6.01321,1.188550545,5.05928,1.13873,0.45542,0.518600417,1096.06,52.38095238,33.33333333,9.523809524,2.380952381,2.380952381,8,4.545454545,61,0.693181818,1.55E-05,6.24E-05,4.689421878
NEDVUP_clean,7.10231,1.346368641,5.27516,0.883179,0.722164,0.637800079,2387.7,46.47887324,33.8028169,16.90140845,0,2.816901408,12,6.060606061,43,0.651515152,1.00E-05,2.73E-05,4.348412612
NEDWEA_clean,7.23193,1.315082866,5.49922,0.857312,0.746286,0.639799943,2494.95,46.47887324,33.8028169,16.90140845,0,2.816901408,12,6.060606061,43,0.651515152,9.75E-06,2.72E-05,3.63350208
NEDWIE_clean,8.99031,1.397110769,6.43493,0.682799,1.06034,0.723999092,3133.41,46.47887324,33.8028169,16.90140845,0,2.816901408,12,6.060606061,43,0.651515152,6.07E-06,1.51E-05,1.734091887
NEGZUW_clean,6.52732,1.134136764,5.75532,1.40591,0.450668,0.633598648,1517.03,15.38461538,15.38461538,25.64102564,23.07692308,20.51282051,2.5,133.3333333,25,0.520833333,2.30E-06,5.50E-06,0.514507448
NERVAJ_clean,12.53445,2.293510918,5.46518,1.01277,0.561827,0.569001531,1371.82,46.80851064,38.29787234,12.76595745,0,2.127659574,12,4.545454545,469,0.592171717,8.41E-06,2.37E-05,1.270011434
NETYIV_clean,8.05298,1.140876577,7.05859,0.781018,0.878341,0.686000131,2550.96,50,35,0,10,3.75,0,7.5,105,0.65625,8.44E-06,2.07E-05,2.346343065
NETYIV01_clean,8.07265,1.137630672,7.09602,0.782971,0.87615,0.686000042,2580.37,47.61904762,38.0952381,0,9.523809524,3.571428571,0,7.5,97,0.60625,1.07E-05,2.38E-05,3.665546015
NIBHOW_clean,27.51057,1.848258501,14.88459,0.279595,3.16315,0.884400924,5099.19,51.61290323,25.80645161,12.90322581,6.451612903,3.225806452,8,6.25,145,0.755208333,5.75E-06,8.62E-06,0.851971624
NIBHUC_clean,18.86769,1.589246216,11.8721,0.449382,1.84387,0.828601988,4288.89,50.46728972,22.42990654,11.21495327,13.08411215,2.803738318,8,5.555555556,337,0.780092593,5.80E-06,1.11E-05,1.092942718
NIBJAK_clean,32.00355,1.823382284,17.55175,0.223433,4.0737,0.910199012,5321.22,50.46728972,22.42990654,11.21495327,13.08411215,2.803738318,8,5.555555556,169,0.782407407,5.54E-06,8.25E-06,0.937878193
NIGDEO_clean,13.9402,1.878560994,7.42068,0.633535,1.18983,0.753798949,3344.77,53.69127517,25.5033557,16.10738255,0.67114094,4.026845638,8,7.5,123,0.76875,1.16E-05,3.19E-05,3.013895497
NIGDIS_clean,14.03164,1.905377752,7.36423,0.622681,1.23241,0.767398291,3549.5,54.16666667,25,16.66666667,0,4.166666667,8,7.692307692,121,0.775641026,1.11E-05,3.01E-05,6.391491856
NIMPEG_clean,5.8871,1.120901885,5.25211,0.735505,0.930517,0.684399906,3598.51,49.47368421,37.89473684,10.52631579,0,2.105263158,10,4.255319149,59,0.627659574,1.76E-05,4.63E-05,5.983376633
NIMPEG01_clean,8.44,1.530632601,5.51406,0.6075,1.22535,0.744400125,4425.61,51.72413793,34.48275862,11.49425287,0,2.298850575,10,4.444444444,61,0.677777778,1.17E-05,3.17E-05,3.763956512
NIMPOQ_clean,9.48433,1.268570794,7.47639,0.558554,1.36961,0.765001144,4676.87,50.56179775,35.95505618,11.23595506,0,2.247191011,10,4.444444444,117,0.65,1.22E-05,3.18E-05,2.879952033
NIMXIS_clean,10.63837,1.769658024,6.01154,1.05177,0.634168,0.666998877,1823.65,41.2371134,16.49484536,30.92783505,4.12371134,7.216494845,8.571428571,17.5,33,0.825,3.27E-06,6.96E-06,1.685759025
NINVAI_clean,11.85606,1.850346782,6.40748,0.818223,0.858935,0.702800373,2665.61,46.15384615,15.38461538,30.76923077,0,7.692307692,8,16.66666667,61,0.847222222,1.18E-05,4.87E-05,1.356852542
NIRGAY_clean,8.4539,1.45576432,5.80719,0.806367,0.798644,0.644000166,2314.69,46.80851064,38.29787234,12.76595745,0,2.127659574,12,4.545454545,79,0.598484848,1.11E-05,3.03E-05,3.434771815
NOCKOG_clean,5.62673,1.12129141,5.01808,1.04593,0.528716,0.552999926,1288.32,47.05882353,23.52941176,23.52941176,0,5.882352941,8,12.5,49,0.765625,2.11E-05,8.95E-05,5.310379079
NOKLIJ_clean,11.48526,1.076789225,10.66621,1.19832,0.539086,0.645997536,1293.56,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,22,0.916666667,4.79E-06,1.13E-05,1.788327571
NOSTUM_clean,5.81524,1.097086756,5.30062,0.959933,0.633794,0.608399776,1789.31,42.10526316,21.05263158,31.57894737,0,5.263157895,12,12.5,25,0.78125,1.55E-05,5.47E-05,4.194870127
NOSTUM01_clean,6.02005,1.098180538,5.48184,0.946326,0.648402,0.613599671,1818.13,42.10526316,21.05263158,31.57894737,0,5.263157895,12,12.5,25,0.78125,1.46E-05,4.95E-05,4.341896419
NUBBAP_clean,14.05418,2.108850336,6.66438,0.762781,1.01051,0.770797828,3013.21,45.37815126,15.12605042,30.25210084,0,9.243697479,6.545454545,20.37037037,91,0.842592593,4.54E-06,9.45E-06,1.199548104
NUBPIL_clean,11.57277,1.183214239,9.78079,0.608967,1.26247,0.768802568,3653.8,45.83333333,25,16.66666667,8.333333333,4.166666667,8,9.090909091,33,0.75,7.08E-06,1.72E-05,1.55546315
NUDLAA_clean,10.10107,1.020548229,9.89769,1.02317,0.597362,0.611202878,1472.72,47.05882353,28.95927602,11.31221719,9.049773756,3.619909502,6.25,7.692307692,145,0.697115385,2.39E-05,9.08E-05,2.070906443
NUFBEX_clean,8.49623,1.605767831,5.29107,1.23125,0.457098,0.562801913,1185.92,51.61290323,17.20430108,25.80645161,0,5.376344086,9.6,10.41666667,41,0.854166667,6.15E-06,1.51E-05,1.570777156
NUFBUN_clean,7.53238,1.312137882,5.74054,1.07363,0.603375,0.647801501,1837.54,48.14814815,14.81481481,29.62962963,0,7.407407407,8,15.38461538,45,0.865384615,6.39E-06,1.75E-05,2.241533352
NUFCAU_clean,9.94144,1.355100861,7.33631,0.845072,0.871405,0.736399966,2503.93,50,16.66666667,25,0,8.333333333,6,16.66666667,81,0.84375,4.72E-06,1.04E-05,1.066739263
NUTQAV_clean,10.89201,1.584817947,6.87272,0.722737,1.02831,0.743197684,3175.06,52.94117647,17.64705882,23.52941176,0,5.882352941,8,11.11111111,46,0.851851852,8.12E-06,1.97E-05,2.96651229
NUVXOT_clean,9.16707,1.592696966,5.75569,0.884237,0.811547,0.717599885,2587.34,35.29411765,17.64705882,20.58823529,17.64705882,8.823529412,4.666666667,25,73,0.760416667,4.19E-06,9.43E-06,1.144714573
NUWPOM_clean,8.32687,1.038776004,8.01604,1.25431,0.442633,0.555198998,1101.49,12.5,0,62.5,0,25,5,200,19,1.055555556,1.16E-06,2.07E-06,0.211245288
NUYNEC_clean,8.26029,1.21048513,6.82395,1.01384,0.613905,0.622401445,1755.01,60,0,32.5,0,7.5,8.666666667,12.5,49,1.020833333,4.34E-06,9.13E-06,0.962030771
OBAJAF_clean,9.08651,1.174146705,7.73882,0.939446,0.658686,0.618799928,1698.6,51.1627907,30.23255814,9.302325581,6.976744186,2.325581395,8,4.545454545,280,0.707070707,1.49E-05,5.82E-05,3.254914242
OBIBAF_clean,6.94508,1.375326005,5.04977,0.848313,0.710587,0.60280019,1898.37,44.87179487,38.46153846,14.1025641,0,2.564102564,11,5.714285714,161,0.575,1.77E-05,6.30E-05,7.056984961
OBOGUK_clean,8.65239,1.104974203,7.8304,0.77452,0.942262,0.729800764,3137.61,46.93877551,20.40816327,26.53061224,0,6.12244898,8.666666667,13.04347826,37,0.804347826,6.03E-06,1.34E-05,1.673396985
ODIVUU_clean,8.59093,1.254348131,6.84892,1.01269,0.621511,0.629397975,1713.33,41.86046512,23.25581395,18.60465116,11.62790698,4.651162791,8,11.11111111,53,0.736111111,1.13E-05,3.39E-05,4.30571781
ODIXEG_clean,10.36031,1.386742284,7.47097,0.552173,1.4155,0.781600882,4163.57,50.90909091,29.09090909,14.54545455,0,3.636363636,8,7.142857143,41,0.732142857,8.02E-06,2.18E-05,1.949318954
ODODUI_clean,11.00214,1.439241798,7.6444,0.618366,1.23648,0.764597192,3571.55,49.77777778,29.33333333,15.11111111,0,4,7.555555556,8.035714286,317,0.707589286,8.79E-06,1.96E-05,1.92694821
ODUNEH_clean,6.66002,1.319212912,5.04848,0.964914,0.658297,0.635199991,2169.69,50.45045045,28.82882883,16.21621622,0,4.504504505,7.2,8.928571429,81,0.723214286,1.26E-05,4.18E-05,6.839909903
OFOCUI_clean,11.39371,1.46455868,7.77962,0.789274,0.916792,0.723600089,2959.83,47.05882353,17.64705882,23.52941176,5.882352941,5.882352941,8,12.5,157,0.817708333,7.72E-06,2.03E-05,2.084977491
OGEBAF01_clean,14.74547,1.397938569,10.54801,0.504959,1.61716,0.816599496,4068.08,53.96825397,22.22222222,19.04761905,0,4.761904762,8,8.823529412,163,0.799019608,6.59E-06,1.68E-05,1.493072449
OGIKAR_clean,10.46212,1.925045172,5.43474,0.950984,0.654059,0.621999644,1813.88,50.96153846,27.88461538,11.53846154,6.730769231,2.884615385,8,5.660377358,309,0.728773585,1.56E-05,4.48E-05,3.855288232
OHUMIP_clean,9.16435,1.289440471,7.10723,1.34842,0.529508,0.713999177,1797.69,22.05882353,10.29411765,44.11764706,0,23.52941176,3.75,106.6666667,93,0.775,1.51E-06,2.43E-06,0.251942855
OJICEQ_charged,11.96892,1.081478751,11.06718,0.836902,0.765203,0.640399921,1648.51,35.63636364,43.63636364,15.27272727,2.181818182,1.090909091,28,3.06122449,77,0.392857143,1.76E-05,6.26E-05,1.349976484
OKABAE_clean,14.07417,1.476078256,9.53484,0.650845,1.18308,0.770001703,3222.24,47.27272727,18.18181818,21.81818182,7.272727273,5.454545455,8,11.53846154,127,0.814102564,6.73E-06,1.73E-05,1.592716585
OKABEI_clean,13.86987,1.47194158,9.42284,0.653017,1.177,0.768601009,3258.22,44.06779661,23.72881356,20.33898305,6.779661017,5.084745763,8,11.53846154,115,0.737179487,7.74E-06,2.02E-05,2.183413929
OKUSUK_clean,24.78598,1.878015996,13.19796,0.313235,2.79854,0.876600677,4943.87,55.55555556,27.77777778,11.11111111,2.777777778,2.777777778,8,5,721,0.751041667,6.53E-06,1.22E-05,1.091658629
OKUTEV_clean,23.06458,1.776557183,12.98274,0.330655,2.61602,0.865000093,4830.79,55.55555556,27.77777778,11.11111111,2.777777778,2.777777778,8,5,721,0.751041667,6.80E-06,1.32E-05,1.290371602
OLEKUM_manual,6.88265,1.201663873,5.7276,1.02354,0.603003,0.617197691,1793,40.74074074,29.62962963,14.81481481,3.703703704,3.703703704,8,9.090909091,113,0.642045455,8.24E-06,2.28E-05,2.546276042
OLICIX_clean,16.1602,1.633519899,9.89287,0.719139,1.00398,0.722001173,1766.81,41.55844156,20.77922078,0,31.16883117,5.194805195,0,12.5,577,0.751302083,1.06E-05,3.26E-05,1.656993636
OLOGEC_clean,13.04043,1.2377985,10.53518,0.526318,1.54013,0.810598141,3857.25,48.91304348,26.08695652,17.39130435,3.260869565,4.347826087,8,8.888888889,133,0.738888889,6.55E-06,1.43E-05,1.234636042
OLOYOF_clean,10.67083,1.616204713,6.6024,0.812728,0.902146,0.733199314,2914.35,45.68965517,22.4137931,25.86206897,0.862068966,5.172413793,10,11.32075472,161,0.759433962,2.17E-06,3.12E-05,7.804573155
OMITUB_clean,21.96656,2.82114456,7.7864,0.652675,1.24503,0.812599955,3146.28,40.29850746,13.43283582,19.40298507,17.91044776,8.955223881,4.333333333,22.22222222,721,0.834490741,6.01E-06,1.35E-05,1.358804929
OMUSAS_clean,18.71438,1.157125757,16.17316,0.318003,2.73457,0.869601464,3824.31,84.50704225,0,9.85915493,0,5.633802817,3.5,6.666666667,481,1.002083333,3.25E-06,4.85E-06,0.396095624
ONIXOZ_clean,9.95246,1.082836657,9.1911,0.909707,0.747713,0.68019975,2226.82,52.63157895,21.05263158,21.05263158,0,5.263157895,8,10,97,0.808333333,1.95E-05,6.11E-05,3.598279528
OPAGIX_clean,11.70127,1.074717848,10.88776,0.905898,0.731208,0.662399865,1713.04,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,7.63E-06,1.88E-05,2.279113318
OPIXUI_clean,8.41938,1.532864337,5.49258,1.03412,0.621591,0.642799685,1851.63,41.02564103,28.20512821,23.07692308,2.564102564,5.128205128,9,12.5,337,0.658203125,5.65E-06,1.48E-05,1.326046368
OQIZUL_clean,13.227,1.960694211,6.74608,0.868865,0.822452,0.714599757,2423.31,46.15384615,15.38461538,30.76923077,0,7.692307692,8,16.66666667,241,0.836805556,1.51E-05,5.81E-05,1.631027248
OQUFAJ_clean,11.24927,1.118715889,10.05552,1.02086,0.666886,0.680797242,2133.26,39.56043956,17.58241758,13.18681319,0,3.296703297,8,8.333333333,113,0.784722222,5.76E-06,1.29E-05,1.271768755
OQUFAJ02_clean,10.4008,1.160262288,8.96418,1.23779,0.513494,0.635597738,1642.19,39.56043956,17.58241758,13.18681319,0,3.296703297,8,8.333333333,225,0.78125,7.59E-06,2.79E-05,1.464723627
OQUFAJ04_clean,10.98593,1.096640979,10.0178,1.04962,0.641947,0.67380041,2024.45,39.56043956,17.58241758,13.18681319,0,3.296703297,8,8.333333333,113,0.784722222,5.54E-06,1.35E-05,1.283628865
OQUFOX_clean,11.5339,1.064789897,10.83209,1.11588,0.579272,0.646398039,1715.71,40.4040404,16.16161616,14.14141414,0,3.03030303,9.333333333,7.5,257,0.803125,7.96E-06,1.80E-05,1.106428775
OQUGUE_clean,11.61723,1.234155592,9.4131,1.01509,0.654132,0.664002852,1809.63,39.81481481,20.37037037,14.81481481,0,2.777777778,10.66666667,6.976744186,129,0.75,9.59E-06,2.97E-05,1.232975799
ORIVOC_clean,11.63735,1.071507164,10.86073,1.22977,0.544005,0.669001029,1291.67,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,5.21E-06,1.18E-05,1.588232699
ORIVUI_clean,11.75163,1.070069349,10.98212,1.19791,0.548955,0.657598684,1320.18,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,5.01E-06,1.20E-05,1.497754067
ORIWET_clean,11.42805,1.033283182,11.05994,1.09099,0.594324,0.648401541,1420.05,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.06E-06,8.38E-06,1.048608426
ORUKET_clean,11.72853,1.511954056,7.7572,0.760878,0.890024,0.677199681,2439.65,45.90163934,26.2295082,19.67213115,3.278688525,1.639344262,24,3.571428571,121,0.720238095,1.06E-05,2.72E-05,2.241202766
OSIKUX_clean_h,7.70472,1.102494977,6.98844,1.09814,0.589904,0.647797179,1778.44,44.44444444,29.62962963,0,14.81481481,3.703703704,0,8.333333333,193,0.670138889,9.63E-06,2.22E-05,1.88970108
OTALUS_clean,12.67704,1.361129185,9.31362,0.655199,1.10898,0.726602587,2471.76,37.36263736,46.15384615,9.89010989,2.197802198,2.197802198,9,5.882352941,209,0.384191176,7.25E-06,1.57E-05,0.867212951
OTAWIR_clean,8.76686,1.579887692,5.54904,0.758956,0.90361,0.685800231,2791.7,53.33333333,31.11111111,8.888888889,4.444444444,2.222222222,8,4.166666667,137,0.713541667,2.04E-05,6.76E-05,12.53903583
OTECAT_clean,10.77761,1.344019284,8.01894,0.584808,1.26913,0.742197377,3480.57,48.33333333,33.33333333,15,0,3.333333333,9,6.896551724,305,0.657327586,1.34E-05,3.36E-05,3.083468468
OTUDEO_clean,11.1719,1.092354234,10.22736,0.861706,0.75571,0.651199841,1959.16,41.25,26.25,26.25,0,6.25,8.4,15.15151515,46,0.696969697,7.91E-06,2.23E-05,1.233421053
OTUDIS_clean,11.15528,1.092328045,10.21239,0.865137,0.746009,0.645399988,1959.13,41.25,26.25,26.25,0,6.25,8.4,15.15151515,46,0.696969697,7.98E-06,2.22E-05,1.495216088
OWAVIS_clean,9.58182,1.603249393,5.9765,0.840674,0.859548,0.722599655,2788.91,41.9047619,22.85714286,22.85714286,5.714285714,6.666666667,6.857142857,15.90909091,129,0.732954545,6.42E-06,1.49E-05,1.753829776
OWILAJ_clean,8.92733,1.329641098,6.71409,0.968913,0.638241,0.618400002,1763.53,50.82872928,35.35911602,8.839779006,0,2.762430939,6.4,5.434782609,121,0.657608696,1.53E-05,4.64E-05,2.267740064
OWIYUP_clean,8.24396,1.191404619,6.91953,0.925347,0.664832,0.615200297,1786.41,54.75113122,28.95927602,12.66968326,0.904977376,2.714932127,9.333333333,4.958677686,713,0.736570248,2.01E-05,8.20E-05,1.65520724
OWIZAW_clean,14.23644,1.210926582,11.75665,0.378656,2.21785,0.83980221,4996.41,59.22330097,31.06796117,7.766990291,0,1.941747573,8,3.278688525,181,0.741803279,7.78E-06,1.64E-05,1.708952256
OYERER_clean,14.32515,1.250807668,11.45272,0.462369,1.81543,0.839398554,4736.81,42.35294118,28.23529412,15.29411765,7.058823529,7.058823529,4.333333333,16.66666667,49,0.680555556,4.26E-06,6.86E-06,0.623153325
OYEROB_clean,9.45168,1.323442186,7.14174,0.790347,0.923392,0.729800097,2942.91,42.85714286,28.57142857,15.47619048,7.142857143,5.952380952,5.2,13.88888889,97,0.673611111,7.58E-06,1.59E-05,1.578795604
OYERUH_clean,7.57942,1.179109191,6.42809,1.08661,0.586778,0.637598843,1524.01,39.13043478,26.08695652,14.13043478,6.52173913,5.434782609,5.2,13.88888889,193,0.670138889,2.05E-05,0.000133297,1.766133266
OYEWEW_clean,9.10111,1.420075863,6.40889,0.579676,1.29176,0.74880227,4151.9,50.2994012,28.14371257,15.56886228,2.395209581,3.592814371,8.666666667,7.142857143,243,0.723214286,1.59E-05,5.02E-05,4.130857756
OYEWIA_clean,10.37041,1.302964284,7.95909,0.677921,1.0485,0.710800169,3001.77,45.65217391,30.43478261,17.39130435,2.173913043,4.347826087,8,9.523809524,113,0.672619048,2.23E-05,7.21E-05,5.513175286
OZUKOL_clean,11.66314,1.056352941,11.04095,1.07501,0.611902,0.657800769,1461.09,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.47E-06,9.40E-06,1.15929487
OZUKUR_clean,11.77684,1.062075011,11.08852,1.07383,0.613879,0.659201687,1461.37,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.28E-06,9.39E-06,1.163978198
OZUKUR01_clean,12.00308,1.070892753,11.20848,1.04914,0.639764,0.671202003,1504.01,50,0,37.5,0,12.5,6,25,73,1.013888889,3.48E-06,7.00E-06,0.887148489
OZULAY_clean,11.76704,1.071555476,10.98127,1.07223,0.610504,0.654600704,1462.75,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.19E-06,9.22E-06,1.079335622
OZULUS_clean,11.30509,1.073391682,10.53212,1.32172,0.483157,0.63859827,1162.31,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.29E-06,1.02E-05,1.166991702
OZUMAZ_clean,11.32593,1.068439612,10.60044,1.32216,0.483754,0.639600189,1160.14,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.22E-06,1.00E-05,1.367850487
OZUMAZ01_clean,11.42001,1.069065102,10.68224,1.32181,0.482518,0.637797118,1156.43,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.28E-06,1.03E-05,1.418119236
OZUMIH_clean,11.34307,1.071617383,10.585,1.32207,0.484999,0.641202628,1162.75,44.44444444,11.11111111,33.33333333,0,11.11111111,6,25,64,0.888888889,4.45E-06,1.06E-05,1.400822462
PAHPOG_clean,7.73062,1.431193442,5.40152,0.954052,0.620931,0.592400462,1740.2,53.7037037,31.48148148,3.703703704,9.259259259,1.851851852,4,3.448275862,165,0.711206897,1.66E-05,5.77E-05,4.106098711
PALTON_clean,12.85281,1.180831712,10.88454,0.723595,0.935606,0.676999824,2574.56,47.05882353,35.29411765,7.843137255,7.843137255,1.960784314,8,4.166666667,91,0.631944444,2.51E-05,0.000111594,3.646473814
PARNIH_clean,8.32489,1.228461429,6.77668,0.861017,0.779544,0.671200636,2266.71,50.90909091,27.27272727,18.18181818,0,3.636363636,10,7.142857143,83,0.741071429,6.90E-06,1.92E-05,2.067326415
PARNON_clean,7.81335,1.252926518,6.23608,0.973393,0.628523,0.611799889,2025.72,50,28.57142857,17.85714286,0,3.571428571,10,7.142857143,81,0.723214286,1.03E-05,3.99E-05,3.35801987
PATWOY_clean,7.80785,1.167623255,6.68696,0.911859,0.656023,0.598200477,1645.94,53.55191257,34.9726776,6.557377049,3.278688525,1.639344262,8,3.06122449,67,0.683673469,2.75E-05,0.000113236,4.006644989
PEJPAX_charged,7.32167,1.131006134,6.47359,0.938297,0.668445,0.627199938,1780.76,39.39393939,37.37373737,18.18181818,2.02020202,3.03030303,12,7.692307692,42,0.538461538,1.19E-05,3.55E-05,3.219733514
PEKCUF_clean,8.20333,1.509916307,5.43297,0.769862,0.864051,0.665200031,2831.01,45.61403509,35.0877193,16.66666667,0,2.631578947,12.66666667,5.769230769,129,0.620192308,1.06E-05,2.98E-05,2.932929696
PEKDAM_clean,6.66878,1.266670592,5.26481,0.823111,0.785313,0.646399769,2687.35,45.61403509,35.0877193,16.66666667,0,2.631578947,12.66666667,5.769230769,65,0.625,1.31E-05,3.98E-05,4.131093957
PELRIJ_clean,21.55746,2.076144542,10.38341,0.51708,1.55024,0.801598099,3544.68,48.7804878,29.26829268,14.63414634,4.87804878,2.43902439,12,5,337,0.702083333,9.36E-06,2.16E-05,1.499983728
PEPFAT_clean,10.91726,1.591780734,6.85852,1.0029,0.684214,0.686198221,2244.49,45,15,31.66666667,0,8.333333333,7.6,18.51851852,181,0.837962963,7.89E-06,2.17E-05,2.227111777
PEQWAK_clean,5.99001,1.095506419,5.4678,1.06078,0.534134,0.566598665,1259.17,52.17391304,26.08695652,17.39130435,0,4.347826087,8,8.333333333,37,0.770833333,1.69E-05,5.85E-05,2.846809924
PEWGEF_clean,9.8037,1.377938258,7.11476,1.04146,0.662146,0.689598573,1743.84,25,40.625,6.25,18.75,9.375,1.333333333,37.5,5.5,0.229166667,4.02E-06,8.99E-06,0.665277975
PEWLUA_clean,17.77125,2.363364705,7.51947,0.588936,1.35397,0.797401676,3829.62,48,20,16,12,4,8,8.333333333,229,0.795138889,7.17E-06,1.71E-05,1.494200602
PIBNUK_clean,15.38411,1.084442687,14.18619,0.422713,1.98196,0.837800257,3295.43,51.61290323,25.80645161,12.90322581,6.451612903,3.225806452,8,6.25,145,0.755208333,4.08E-06,6.34E-06,0.633757761
PIBNUK01_clean,15.37191,1.083799667,14.18335,0.42304,1.97759,0.836599674,3285.35,51.61290323,25.80645161,12.90322581,6.451612903,3.225806452,8,6.25,145,0.755208333,4.03E-06,6.43E-06,0.662882658
PIBPAS01_clean,10.22467,1.035610974,9.87308,0.904434,0.716913,0.648400492,1851.98,51.02040816,24.48979592,15.30612245,6.12244898,3.06122449,10,6,153,0.765,5.85E-06,1.51E-05,3.223896368
PICTIG_clean,7.17773,1.381597385,5.19524,0.956819,0.679334,0.649999679,2227.87,47.76119403,23.88059701,23.88059701,0,4.47761194,10.66666667,9.375,49,0.765625,9.50E-06,2.20E-05,2.302524521
PITPEP_clean,11.41966,1.149196746,9.93708,0.952882,0.652757,0.622000396,1731.39,27.90697674,41.86046512,20.93023256,0,2.325581395,18,8.333333333,19,0.263888889,1.56E-05,5.08E-05,2.651528817
PIWSEV_clean,8.52736,1.120403838,7.61097,0.846818,0.791433,0.67019971,2414.14,48.71794872,34.61538462,11.53846154,1.282051282,3.846153846,6,7.894736842,99,0.651315789,1.17E-05,3.44E-05,2.641433758
POBVIN_clean,9.76079,1.513793638,6.4479,0.869183,0.800752,0.696000026,2358.28,52.52525253,20.2020202,16.16161616,4.04040404,5.050505051,6.4,9.615384615,673,0.808894231,8.13E-06,1.99E-05,1.917129841
PODKOK_clean,18.51885,2.162383861,8.56409,0.489414,1.66076,0.812799195,4455.72,49.48453608,24.74226804,12.37113402,10.30927835,3.092783505,8,6.25,289,0.752604167,8.06E-06,1.66E-05,1.317146473
PODKUQ_clean,22.31857,2.500329926,8.92625,0.425765,1.95695,0.833200817,4763.26,51.42857143,25.71428571,11.42857143,8.571428571,2.857142857,8,5.555555556,325,0.752314815,8.02E-06,1.81E-05,1.506455825
POMMAH_clean,14.83525,1.239879917,11.96507,1.26278,0.555756,0.701797562,1162.95,38.29787234,25.53191489,13.82978723,6.382978723,9.574468085,2.888888889,25,97,0.673611111,1.25E-05,5.38E-05,1.265225823
PONSOC_clean,7.4772,1.204436176,6.20805,0.784087,0.834856,0.654599736,2432.06,53.33333333,31.11111111,8.888888889,4.444444444,2.222222222,8,4.166666667,137,0.713541667,1.09E-05,3.14E-05,3.493489773
PORVID_clean,7.37109,1.079631954,6.82741,1.40599,0.399292,0.561400559,1075.27,41.66666667,12.5,37.5,0,8.333333333,9,20,35,0.875,7.42E-06,2.32E-05,2.89532483
PUGGOP_clean,8.14998,1.204243083,6.76772,0.920168,0.68444,0.629799786,2296.86,46.66666667,26.66666667,20,0,3.333333333,12,7.142857143,81,0.723214286,2.99E-05,0.0001729,3.059349346
PUGSER_clean,9.40538,1.065358611,8.82837,0.800645,0.906269,0.725599744,2969.47,47.05882353,25,22.05882353,0,5.882352941,7.5,12.5,95,0.7421875,7.53E-06,1.83E-05,2.342844342
PUGSOB_clean,9.50607,1.072222799,8.86576,0.864037,0.803669,0.694399752,2510.98,50.66666667,24,20,0,5.333333333,7.5,10.52631579,117,0.769736842,1.32E-05,4.59E-05,2.781685073
PUGSUH_clean,9.30915,1.068341051,8.71365,0.821567,0.861767,0.707999329,2870.4,50,23.61111111,20.83333333,0,5.555555556,7.5,11.11111111,111,0.770833333,9.43E-06,2.56E-05,3.577696171
PUJQEQ_clean,7.62791,1.232389212,6.18953,0.66886,1.01875,0.681401125,3163,45.28301887,45.28301887,0,7.547169811,1.886792453,0,4.166666667,97,0.505208333,1.65E-05,3.35E-05,3.595744578
PURJES_clean,6.1741,1.183909523,5.21501,1.07844,0.526503,0.567801895,1309.49,46.47887324,33.8028169,16.90140845,0,2.816901408,12,6.060606061,43,0.651515152,3.73E-05,0.000186733,3.886283401
PURJIW_clean,8.03037,1.302020877,6.16762,0.894418,0.726506,0.649800044,2068.21,46.47887324,33.8028169,16.90140845,0,2.816901408,12,6.060606061,85,0.643939394,1.10E-05,3.21E-05,3.077824349
PUWDIU_clean,8.22754,1.182496691,6.95777,1.0931,0.584028,0.638401007,1880.23,45,15,32.5,0,7.5,8.666666667,16.66666667,121,0.840277778,7.09E-06,1.84E-05,2.651808181
PUWDOA_clean,10.50578,1.190973533,8.82117,0.768678,0.896344,0.688999913,2469.74,52.94117647,31.37254902,12.74509804,0,2.941176471,8.666666667,5.555555556,153,0.708333333,1.50E-05,4.55E-05,3.198002556
QAGDIO_clean,12.81046,1.270284153,10.08472,0.728225,0.983763,0.716400811,2691.16,50.3875969,24.80620155,12.40310078,9.302325581,3.100775194,8,6.153846154,197,0.757692308,9.52E-06,2.37E-05,2.390680816
QAQMON_clean,13.97996,1.08576732,12.87565,0.607595,1.25807,0.764397042,3848.36,50.60240964,26.5060241,19.27710843,0,3.614457831,10.66666667,7.142857143,249,0.741071429,1.03E-05,2.65E-05,5.351890583
